2.78E-17,0.91181851
0.001,0.968277949
0.002,0.966744366
0.003,0.967762127
0.004,0.970902768
0.005,0.96612439
0.006,0.936306894
0.007,0.819418179
0.008,0.812152529
0.009,0.715726729
0.01,0.728123404
0.011,0.700528272
0.012,0.673888589
0.013,0.664247728
0.014,0.657445029
0.015,0.656448277
0.016,0.646161201
0.017,0.648145257
0.018,0.651003896
0.019,0.641692355
0.02,0.634111412
0.021,0.628264331
0.022,0.627127692
0.023,0.613692831
0.024,0.60178423
0.025,0.534371465
0.026,0.483090661
0.027,0.432082885
0.028,0.354342457
0.029,0.324614784
0.03,0.294838645
0.031,0.273803041
0.032,0.275098544
0.033,0.277390311
0.034,0.279413782
0.035,0.284357392
0.036,0.28765964
0.037,0.29142181
0.038,0.294976062
0.039,0.303115606
0.04,0.30415489
0.041,0.310016893
0.042,0.31384544
0.043,0.319797676
0.044,0.320945985
0.045,0.32943082
0.046,0.331659881
0.047,0.337885484
0.048,0.339958971
0.049,0.346337536
0.05,0.345912333
0.051,0.34197736
0.052,0.340715309
0.053,0.340833628
0.054,0.340539264
0.055,0.337244829
0.056,0.334281177
0.057,0.330383342
0.058,0.327484195
0.059,0.326626667
0.06,0.3237474
0.061,0.320216688
0.062,0.319356764
0.063,0.312996903
0.064,0.315387071
0.065,0.317611597
0.066,0.31587991
0.067,0.325827171
0.068,0.327781963
0.069,0.356617479
0.07,0.357667186
0.071,0.378288837
0.072,0.391525965
0.073,0.411382076
0.074,0.421691629
0.075,0.415768009
0.076,0.41044503
0.077,0.414614149
0.078,0.441880458
0.079,0.462865014
0.08,0.492928091
0.081,0.519423126
0.082,0.527217751
0.083,0.580241012
0.084,0.590002548
0.085,0.632956582
0.086,0.669241566
0.087,0.704108749
0.088,0.747520135
0.089,0.780050227
0.09,0.801567137
0.091,0.846633655
0.092,0.856241749
0.093,0.925719076
0.094,0.950627805
0.095,0.993383541
0.096,1.02310447
0.097,1.037144177
0.098,1.074135381
0.099,1.089172704
0.1,1.091544657
0.101,1.117829628
0.102,1.13952058
0.103,1.167405336
0.104,1.181282434
0.105,1.227083573
0.106,1.23164874
0.107,1.274333166
0.108,1.268477309
0.109,1.287622347
0.11,1.309835453
0.111,1.328547952
0.112,1.337943748
0.113,1.351553089
0.114,1.345618566
0.115,1.340573063
0.116,1.327226636
0.117,1.322524706
0.118,1.312787232
0.119,1.30443434
0.12,1.295934493
0.121,1.289098191
0.122,1.27492365
0.123,1.264690294
0.124,1.260005066
0.125,1.253910646
0.126,1.248037968
0.127,1.242784295
0.128,1.238430026
0.129,1.229763287
0.13,1.215055265
0.131,1.212329692
0.132,1.205871966
0.133,1.198455908
0.134,1.192358406
0.135,1.176917854
0.136,1.17187902
0.137,1.156601245
0.138,1.157333889
0.139,1.151495225
0.14,1.14741619
0.141,1.139618519
0.142,1.130786107
0.143,1.129099037
0.144,1.123929735
0.145,1.122137202
0.146,1.120909781
0.147,1.114794869
0.148,1.106704478
0.149,1.103330337
0.15,1.10065805
0.151,1.095616652
0.152,1.095333045
0.153,1.091874836
0.154,1.089294584
0.155,1.084645749
0.156,1.084597194
0.157,1.082079948
0.158,1.078687717
0.159,1.071686815
0.16,1.071739084
0.161,1.071632393
0.162,1.071427533
0.163,1.06763741
0.164,1.063724777
0.165,1.06428798
0.166,1.057760387
0.167,1.057379113
0.168,1.055575619
0.169,1.05279233
0.17,1.048732952
0.171,1.045058462
0.172,1.042206836
0.173,1.036257701
0.174,1.032024113
0.175,1.031700889
0.176,1.026594449
0.177,1.024935692
0.178,1.024917009
0.179,1.02466766
0.18,1.024417316
0.181,1.018625066
0.182,1.011348559
0.183,1.011145858
0.184,1.007540512
0.185,1.006077179
0.186,1.00404154
0.187,1.003398055
0.188,1.00349431
0.189,1.003478067
0.19,1.003466963
0.191,1.003626325
0.192,1.00245217
0.193,1.000050219
0.194,0.999749197
0.195,0.996085916
0.196,0.99567732
0.197,0.992369438
0.198,0.992693504
0.199,0.996597477
0.2,0.998982666
0.201,0.998657905
0.202,0.99875824
0.203,0.998658773
0.204,1.000106983
0.205,1.003577048
0.206,1.003417815
0.207,1.00350359
0.208,1.003465096
0.209,1.003524335
0.21,1.003330888
0.211,1.004856487
0.212,1.006602112
0.213,1.011798101
0.214,1.013203646
0.215,1.01587619
0.216,1.01805434
0.217,1.017565232
0.218,1.018905696
0.219,1.020832234
0.22,1.02089084
0.221,1.021297912
0.222,1.024990515
0.223,1.029468643
0.224,1.032974968
0.225,1.035958075
0.226,1.036868033
0.227,1.036773917
0.228,1.036867787
0.229,1.041554169
0.23,1.046408122
0.231,1.049120478
0.232,1.05411687
0.233,1.055139076
0.234,1.058768233
0.235,1.060673807
0.236,1.069142794
0.237,1.070750148
0.238,1.074069673
0.239,1.075839071
0.24,1.076242275
0.241,1.078854255
0.242,1.08260755
0.243,1.08634147
0.244,1.093211276
0.245,1.096371491
0.246,1.100535797
0.247,1.107483189
0.248,1.111849219
0.249,1.118525994
0.25,1.122387269
0.251,1.131434304
0.252,1.137294362
0.253,1.143506269
0.254,1.15131204
0.255,1.15662289
0.256,1.161607223
0.257,1.164768771
0.258,1.173564845
0.259,1.180340437
0.26,1.18262824
0.261,1.183863376
0.262,1.186871332
0.263,1.188572648
0.264,1.191035517
0.265,1.203087285
0.266,1.206888787
0.267,1.214058028
0.268,1.219825071
0.269,1.226048177
0.27,1.227387008
0.271,1.234907555
0.272,1.239323879
0.273,1.246230054
0.274,1.249666125
0.275,1.253342894
0.276,1.25696957
0.277,1.259959948
0.278,1.259977874
0.279,1.263160498
0.28,1.263347018
0.281,1.270142731
0.282,1.269607477
0.283,1.270077664
0.284,1.26836743
0.285,1.265504217
0.286,1.263857943
0.287,1.262112402
0.288,1.260308277
0.289,1.259341276
0.29,1.251887506
0.291,1.250344079
0.292,1.243625602
0.293,1.242732252
0.294,1.242971157
0.295,1.24138337
0.296,1.237653181
